name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Spencer Bivens|SFG|2.0|0|0|0|0.0|2.0|3|0|0|0|3|1|0|10
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Scott Blewett|STL|2.0|0|0|0|0.0|1.5|2|0|0|0|1|2|0|9
Tyler Callihan|PIT|2.0|0|0|0|0.0|2.5|0|0|0|0|2|3|0|11
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Tom Cosgrove|WSH|4.7|0|1|2|0.0|0.86|4|0|0|0|3|1|0|17
Yovanny Cruz|NYY|4.3|0|0|0|0.0|0.23|6|0|0|0|1|0|1|15
Khristian Curtis|PIT|5.0|0|0|0|0.0|0.8|4|0|0|0|2|2|0|17
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Daniel Duarte|NYM|5.0|0|0|0|0.0|0.4|3|0|0|0|1|1|0|15
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Jason Foley|SFG|2.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|6
Marco Gonzales|TEX|3.0|0|1|0|0.0|1.33|2|0|0|0|2|2|0|13
Michael Grove|TBR|3.0|1|0|0|0.0|0.33|4|0|0|0|1|0|0|10
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jake Meyers|HOU|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jake Rogers|DET|2.3|0|0|0|0.0|1.71|3|0|0|0|3|1|1|12
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Max Schuemann|NYY|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Zack Short|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Garrett Stallings|MIL|3.0|0|0|0|0.0|0.67|4|0|0|0|1|1|0|11
