name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Robby Ahlstrom|TEX|3.3|0|0|0|0.0|0.3|2|0|0|0|1|0|0|11
Logan Allen|CLE|4.0|0|0|0|0.0|1.5|7|0|0|0|5|1|0|19
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Mason Barnett|ATH|6.0|0|0|0|0.0|1.0|8|0|0|0|2|4|0|23
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Cam Booser|TBR|3.0|0|0|0|0.0|0.67|4|0|0|0|1|1|0|11
Carlos Cortes|ATH|2.0|0|0|0|0.0|1.5|0|0|0|0|1|2|0|9
Yovanny Cruz|NYY|2.3|0|0|0|0.0|0.43|3|0|0|0|1|0|1|9
Nick Davila|SEA|7.3|0|0|1|0.0|1.23|4|0|0|0|3|6|0|29
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Daniel Duarte|NYM|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|7
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Lazaro Estrada|TOR|4.0|0|0|0|0.0|0.5|3|0|0|0|0|2|0|14
Caleb Ferguson|CIN|7.3|0|0|0|0.0|0.55|8|0|0|0|3|1|0|27
Alec Gamboa|BOS|1.0|0|0|0|0.0|0.0|2|0|0|0|0|0|0|3
Joey Gerber|NYM|3.0|0|0|0|0.0|1.0|5|0|0|0|2|1|0|12
Domingo Gonzalez|SEA|5.7|0|0|0|0.0|1.41|5|0|0|0|5|3|0|24
Josh Hader|HOU|2.0|0|1|0|0.0|0.5|4|0|0|0|0|1|0|7
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Tommy Kahnle|BOS|2.0|0|0|0|0.0|2.0|1|0|0|0|2|2|0|9
William Kempner|MIA|4.7|0|0|0|0.0|0.64|5|0|0|0|3|0|0|17
Jared Koenig|MIL|2.3|0|0|1|0.0|2.14|4|0|0|0|3|2|0|13
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Jorge Mateo|ATL|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Zach McCambley|CIN|3.0|0|0|0|0.0|1.33|4|0|0|0|2|2|1|14
Chayce McDermott|LAD|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|4
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Victor Mederos|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
A.J. Minter|NYM|5.3|0|0|0|0.0|0.94|6|0|0|0|4|1|0|21
Anthony Molina|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
Samy Natera Jr.|LAA|2.0|0|0|0|0.0|0.5|3|0|0|0|0|1|0|7
Jonathan Pintaro|NYM|3.7|0|0|0|0.0|0.27|3|0|0|0|0|1|0|12
Eduardo Rivera|BOS|3.3|0|0|0|0.0|0.3|3|0|0|0|1|0|0|10
Jake Rogers|DET|1.3|0|0|0|0.0|1.5|1|0|0|0|2|0|0|6
Drew Rom|MIL|1.0|0|0|0|0.0|1.0|2|0|0|0|1|0|0|4
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Javier Sanoja|MIA|2.0|0|0|0|0.0|0.5|1|0|0|0|1|0|0|7
Dylan Smith|SFG|1.7|0|0|0|0.0|0.6|2|0|0|0|0|1|0|6
Drew Sommers|DET|3.0|0|0|1|0.0|0.67|5|0|0|0|0|2|1|12
Brock Stewart|LAD|2.0|0|0|1|0.0|0.5|3|0|0|0|0|1|0|7
Hunter Stratton|ATL|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|3
Garrett Stubbs|PHI|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Logan VanWey|HOU|3.0|0|0|0|0.0|0.33|5|0|0|0|1|0|0|10
Vince Velasquez|CHC|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|8
Cameron Weston|BAL|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|3
Tyler Zuber|MIA|1.3|0|1|0|0.0|1.5|2|0|0|0|1|1|0|6
Louis Varland|TOR|34.7|2|11|5|0.26|0.95|45|0|0|1|24|9|0|132
Aroldis Chapman|BOS|19.7|0|13|0|0.46|0.92|26|0|0|1|9|9|1|77
Matt Brash|SEA|16.0|3|0|5|0.56|0.81|14|0|0|1|8|5|2|60
Robert Suarez|ATL|28.7|4|4|10|0.63|0.84|25|1|0|2|19|5|0|108
Brandyn Garcia|ARI|13.0|0|0|5|0.69|0.77|11|0|0|1|8|2|2|46
