name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Corbin Burnes|ARI|3.0|0|0|0|0.0|1.33|2|0|0|0|2|2|0|13
Tyler Callihan|PIT|3.0|0|0|0|0.0|2.0|1|0|0|0|3|3|0|15
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Rafael Flores Jr.|PIT|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|5
Anthony Gose|KCR|7.3|1|0|1|0.0|0.82|0|0|0|0|5|1|0|27
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Kevin Herget|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Enrique Hernández|LAD|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Cooper Hjerpe|STL|4.0|1|0|0|0.0|0.0|6|0|0|0|0|0|0|12
Troy Johnston|COL|2.0|0|0|0|0.0|1.0|0|0|0|0|1|1|1|9
Antoine Kelly|CHC|1.3|0|0|0|0.0|0.75|1|0|0|0|0|1|0|4
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Luke Maile|KCR|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Justin Martinez|ARI|6.7|2|0|0|0.0|1.05|8|0|0|0|2|5|1|28
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jake Meyers|HOU|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Noah Murdock|PIT|3.3|0|0|0|0.0|1.8|4|0|0|0|3|3|0|15
Austin Peterson|CLE|2.0|0|0|0|0.0|0.5|3|0|0|0|1|0|0|8
Jake Rogers|DET|2.3|0|0|0|0.0|1.71|3|0|0|0|3|1|1|12
Josh Rojas|KCR|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Dylan Ross|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Max Schuemann|NYY|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Zack Short|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jack Sinclair|WSH|3.0|0|0|0|0.0|1.0|3|0|0|0|1|2|2|13
Garrett Stallings|MIL|8.0|0|0|0|0.0|0.75|9|0|0|0|3|3|0|30
Gary Sánchez|MIL|2.0|0|0|0|0.0|2.0|0|0|0|0|4|0|0|10
Bryan Torres|STL|2.0|0|0|0|0.0|1.0|0|0|0|0|1|1|0|8
Vince Velasquez|CHC|3.3|0|0|0|0.0|0.3|1|0|0|0|1|0|0|11
Cameron Weston|BAL|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|3
Guillo Zuñiga|NYM|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|4
Matt Brash|SEA|16.7|3|0|6|0.54|0.84|15|0|0|1|8|6|3|64
Hagen Smith|CHW|16.0|3|0|1|0.56|0.94|23|1|0|1|5|10|0|62
Robert Suarez|ATL|32.0|4|4|12|0.56|0.84|26|1|0|2|21|6|0|121
Josh Hader|HOU|40.3|4|24|0|0.89|0.67|53|1|0|4|16|11|0|148
Cesar Perdomo|SFG|10.0|0|0|0|0.9|0.8|8|1|1|1|6|2|0|35
Mason Miller|SDP|61.3|5|34|0|1.17|0.83|113|2|0|8|30|21|2|233
Alimber Santa|HOU|15.3|0|0|0|1.17|0.91|9|1|0|2|8|6|0|59
Derek Law|ARI|7.3|0|0|0|1.23|0.82|3|0|0|1|5|1|1|26
Louis Varland|TOR|72.3|5|33|5|1.24|1.01|89|2|0|10|52|21|0|284
Alec Gamboa|BOS|28.0|1|1|1|1.29|1.0|20|1|0|4|20|8|1|109
Yerry De los Santos|NYY|20.0|1|0|0|1.35|1.2|15|2|0|3|16|8|0|84
Brian Fitzpatrick|MIL|6.7|0|0|0|1.35|1.5|5|0|0|1|7|3|0|30
Marco Gonzales|TEX|6.7|0|1|0|1.35|1.65|3|0|0|1|7|4|0|29
Wyatt Olds|BOS|13.0|1|0|0|1.38|1.08|17|2|0|2|9|5|1|54
Kervin Castro|NYY|6.3|0|0|0|1.42|0.79|8|0|0|1|3|2|0|23
Carl Edwards Jr.|NYM|6.0|0|0|0|1.5|1.17|11|1|0|1|3|4|0|25
Logan VanWey|HOU|6.0|1|0|0|1.5|0.83|5|0|0|1|5|0|0|22
Ray Kerr|ATL|11.3|0|0|1|1.59|0.53|6|1|0|2|5|1|2|42
Mark Manfredi|COL|11.3|1|0|0|1.59|1.24|13|0|0|2|8|6|0|46
Bryan Baker|TBR|56.0|1|39|2|1.61|0.91|60|4|0|10|31|20|2|220
Khristian Curtis|PIT|11.0|1|0|0|1.64|0.82|7|0|0|2|3|6|0|39
A.J. Minter|MIN|38.0|2|0|8|1.66|0.95|33|5|0|7|29|7|1|150
Jhoan Duran|PHI|53.3|2|30|0|1.69|1.03|74|1|0|10|46|9|4|214
Paul Blackburn|NYY|79.3|7|1|10|1.7|1.03|66|7|0|15|53|29|1|309
Tyler Rogers|TOR|65.7|2|4|31|1.78|1.17|36|1|0|13|55|22|2|273
Shohei Ohtani|LAD|85.7|8|0|0|1.79|0.95|95|4|12|17|55|26|6|340
Jacob Latz|TEX|63.3|3|28|3|1.85|0.77|70|4|0|13|29|20|0|236
Ben Brown|CHC|68.0|4|1|2|1.85|0.94|65|2|3|14|45|19|2|265
James Karinchak|ATL|9.7|0|0|1|1.86|0.93|8|1|0|2|4|5|0|37
Brent Headrick|NYY|72.3|7|0|26|1.87|1.15|91|4|0|15|62|21|0|296
Garrett Whitlock|BOS|48.0|6|3|24|1.88|0.83|54|3|0|10|33|7|0|180
Nate Lavender|NYM|14.3|1|0|9|1.88|0.98|17|0|0|3|11|3|0|55
Josh Walker|BAL|23.7|1|1|4|1.9|1.23|23|2|0|5|21|8|1|99
Bradgley Rodriguez|SDP|65.3|3|2|13|1.93|1.04|72|3|0|14|50|18|0|266
Jacob Misiorowski|MIL|161.3|14|0|0|1.95|0.8|236|14|18|35|88|41|9|616
Blake Snell|LAD|32.0|3|0|0|1.97|1.09|43|0|4|7|21|14|1|132
Michael Fulmer|NYY|9.0|0|0|2|2.0|1.33|10|1|0|2|7|5|1|40
Cam Schlittler|NYY|178.7|13|0|0|2.01|0.92|220|16|18|40|122|42|6|701
Nate Pearson|KCR|40.0|2|4|5|2.03|1.13|35|1|0|9|26|19|4|162
Aroldis Chapman|BOS|48.7|3|33|0|2.03|1.13|65|3|0|11|35|20|1|201
Yuki Matsui|SDP|57.0|3|0|8|2.05|1.14|62|7|0|13|33|32|2|232
Abner Uribe|MIL|52.3|5|6|20|2.06|0.99|53|3|0|12|34|18|1|205
Juan Burgos|ARI|4.3|0|0|0|2.08|0.69|0|0|0|1|3|0|1|17
Brandyn Garcia|ARI|43.3|0|5|16|2.08|0.78|53|2|0|10|24|10|5|164
Ricky Tiedemann|TOR|4.3|0|0|0|2.08|1.62|4|0|0|1|3|4|1|20
Jack Weisenburger|NYM|4.3|0|0|0|2.08|1.15|4|0|0|1|3|2|0|18
Chris Sale|ATL|150.0|14|0|0|2.1|1.01|184|9|18|35|122|29|13|601
DL Hall|MIL|51.0|3|0|5|2.12|1.06|55|4|0|12|23|31|1|199
Kevin Kelly|TBR|67.7|6|4|30|2.13|0.84|54|6|0|16|46|11|3|252
Steven Okert|HOU|67.7|6|0|21|2.13|0.87|68|7|0|16|45|14|4|261
Erik Miller|BOS|46.0|4|4|13|2.15|1.26|69|3|0|11|31|27|3|196
Riley Martin|CHC|8.3|0|0|0|2.16|0.84|10|1|0|2|5|2|0|31
Grant Taylor|CHW|75.0|7|8|10|2.16|1.04|97|6|0|18|52|26|1|299
Erik Tolman|WSH|8.3|0|1|1|2.16|1.2|9|0|0|2|7|3|0|33
Jack Anderson|MIN|12.3|1|1|0|2.19|1.05|12|1|0|3|10|3|0|48
Daniel Duarte|NYM|28.7|2|2|6|2.2|0.8|28|3|0|7|16|7|1|108
Cade Smith|CLE|65.0|5|35|0|2.22|1.05|95|5|0|16|46|22|4|266
Scott Blewett|ATH|28.3|2|0|2|2.22|1.27|26|0|0|7|27|9|0|117
Jake Eder|LAD|4.0|1|0|0|2.25|1.0|1|0|0|1|3|1|0|15
Julian Fernández|WSH|4.0|0|0|0|2.25|1.25|3|1|0|1|3|2|0|18
Joe Mantiply|TOR|23.7|2|0|0|2.28|1.06|20|2|0|6|20|5|1|93
Brooks Raley|PHI|50.7|5|1|16|2.31|1.11|49|5|0|13|39|17|3|208
Cam Booser|TBR|35.0|1|0|10|2.31|0.86|40|5|0|9|24|6|0|133
Juan Morillo|ARI|58.0|3|3|18|2.33|1.07|67|3|0|15|41|21|4|237
Didier Fuentes|ATL|65.3|5|3|16|2.34|1.07|84|5|0|17|51|19|2|264
Logan Henderson|MIL|88.3|10|0|0|2.34|0.78|99|12|7|23|54|15|1|328
Paul Gervase|LAD|7.7|0|0|0|2.35|1.57|8|0|0|2|7|5|0|34
Samy Natera Jr.|LAA|30.7|1|3|5|2.35|1.01|47|1|0|8|19|12|2|124
Dylan Dodd|ATL|45.3|4|1|14|2.38|0.93|47|6|0|12|28|14|2|177
Joel Peguero|SFG|11.3|0|0|1|2.38|1.24|5|0|0|3|10|4|2|48
Blake Weiman|LAA|11.3|0|0|2|2.38|1.41|10|1|0|3|15|1|0|51
Dylan Cease|TOR|161.3|10|0|0|2.4|1.04|227|11|15|43|101|67|3|644
Troy Melton|DET|108.0|8|0|0|2.42|1.05|87|13|9|29|83|30|6|434
Jonathan Loáisiga|ARI|59.3|7|1|10|2.43|1.01|44|3|0|16|49|11|1|231
Tyler Wells|TBR|70.0|4|6|15|2.44|0.9|69|8|0|19|46|17|2|270
Taylor Clarke|ARI|66.0|2|0|13|2.45|0.86|40|6|0|18|45|12|3|251
Zach Eflin|BAL|3.7|0|0|0|2.45|1.64|7|1|0|1|4|2|0|17
Elieser Hernández|ATL|11.0|2|1|0|2.45|1.45|11|3|0|3|10|6|1|50
Cade Horton|CHC|7.3|1|0|0|2.45|0.82|4|1|1|2|4|2|0|26
Eddy Yean|WSH|11.0|0|0|1|2.45|0.91|7|1|0|3|8|2|1|45
Brock Stewart|LAD|21.7|1|1|7|2.49|0.97|19|2|0|6|12|9|0|82
