name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|20|0|2|2|0|3|2|7|18|0|0|1|0|0.389|0.45|0.444
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Jared Serna|MIA|10|0|2|2|0|1|1|3|8|1|0|2|0|0.375|0.4|0.625
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
Brewer Hicklen|ATL|28|0|7|3|0|10|6|8|22|0|0|4|0|0.364|0.5|0.545
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Adael Amador|COL|37|3|10|10|0|6|4|11|32|0|0|2|0|0.344|0.417|0.688
Bryan De La Cruz|PHI|63|2|8|12|0|13|3|19|56|2|2|3|0|0.339|0.381|0.5
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Brett Bateman|TOR|129|0|16|7|3|25|11|37|113|1|2|5|1|0.327|0.394|0.389
Luis Arraez|PHI|600|6|65|58|10|26|29|174|548|12|5|30|7|0.318|0.35|0.431
Yohandy Morales|WSH|19|2|3|2|0|8|0|6|19|0|0|2|0|0.316|0.316|0.737
Yordan Alvarez|HOU|633|38|95|96|1|110|99|162|519|5|10|30|1|0.312|0.428|0.593
Samad Taylor|SDP|126|1|17|11|7|37|13|34|109|0|1|2|2|0.312|0.39|0.394
Chandler Simpson|TBR|557|0|60|31|41|46|25|160|517|6|0|14|6|0.309|0.338|0.36
