name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Robby Ahlstrom|TEX|5.7|0|0|0|0.0|0.53|3|0|0|0|3|0|0|19
Logan Allen|CLE|4.0|0|0|0|0.0|1.5|7|0|0|0|5|1|0|19
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Mason Barnett|ATH|9.7|1|1|0|0.0|0.72|13|0|0|0|3|4|0|35
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Cam Booser|TBR|4.0|0|0|1|0.0|0.75|5|0|0|0|2|1|0|14
Tyler Callihan|PIT|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Carlos Cortes|ATH|2.0|0|0|0|0.0|1.5|0|0|0|0|1|2|0|9
Jeff Criswell|COL|2.0|0|0|0|0.0|1.5|2|0|0|0|1|2|0|9
Yovanny Cruz|NYY|2.3|0|0|0|0.0|0.43|3|0|0|0|1|0|1|9
Nick Davila|SEA|9.7|0|1|1|0.0|1.03|6|0|0|0|4|6|1|38
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Daniel Duarte|NYM|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|7
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Lazaro Estrada|TOR|4.0|0|0|0|0.0|0.5|3|0|0|0|0|2|0|14
Alec Gamboa|BOS|1.7|0|0|0|0.0|0.0|3|0|0|0|0|0|0|5
Josh Hader|HOU|5.0|1|2|0|0.0|0.2|7|0|0|0|0|1|0|16
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Tommy Kahnle|BOS|4.0|0|0|0|0.0|1.5|3|0|0|0|4|2|0|16
James Karinchak|ATL|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|4
William Kempner|MIA|6.7|1|0|0|0.0|0.75|8|0|0|0|3|2|0|25
Jared Koenig|MIL|2.3|0|0|1|0.0|2.14|4|0|0|0|3|2|0|13
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Jorge Mateo|ATL|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Chayce McDermott|LAD|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|4
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Victor Mederos|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
A.J. Minter|NYM|6.7|0|0|0|0.0|0.75|6|0|0|0|4|1|0|25
Anthony Molina|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
Samy Natera Jr.|LAA|2.7|0|0|0|0.0|0.38|4|0|0|0|0|1|0|9
Eduardo Rivera|BOS|3.3|0|0|0|0.0|0.3|3|0|0|0|1|0|0|10
Jake Rogers|DET|1.3|0|0|0|0.0|1.5|1|0|0|0|2|0|0|6
Michael Rucker|SEA|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Javier Sanoja|MIA|2.0|0|0|0|0.0|0.5|1|0|0|0|1|0|0|7
Dylan Smith|SFG|4.0|0|1|0|0.0|0.5|4|0|0|0|0|2|0|14
Drew Sommers|DET|4.7|0|0|1|0.0|1.07|7|0|0|0|2|3|1|20
Brock Stewart|LAD|2.0|0|0|1|0.0|0.5|3|0|0|0|0|1|0|7
Hunter Stratton|ATL|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|3
Garrett Stubbs|PHI|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Sean Sullivan|COL|3.0|0|0|0|0.0|0.67|2|0|0|0|2|0|1|12
Logan VanWey|HOU|3.0|0|0|0|0.0|0.33|5|0|0|0|1|0|0|10
Vince Velasquez|CHC|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|8
Jacob Waguespack|DET|1.0|0|0|0|0.0|2.0|1|0|0|0|1|1|0|5
Cameron Weston|BAL|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|3
Aroldis Chapman|BOS|19.7|0|13|0|0.46|0.92|26|0|0|1|9|9|1|77
Louis Varland|TOR|36.7|3|12|5|0.49|0.95|48|0|0|2|25|10|0|140
Matt Brash|SEA|16.7|3|0|6|0.54|0.84|15|0|0|1|8|6|3|64
Robert Suarez|ATL|29.7|4|4|10|0.61|0.81|25|1|0|2|19|5|0|111
Hunter Brown|HOU|10.7|1|0|0|0.84|1.03|17|0|1|1|5|6|0|43
Alimber Santa|HOU|10.0|0|0|0|0.9|0.8|8|0|0|1|3|5|0|39
Mason Miller|SDP|28.7|1|18|0|0.94|0.84|56|0|0|3|12|12|0|110
Shohei Ohtani|LAD|67.7|6|0|0|1.06|0.84|73|3|10|8|36|21|5|262
Dylan Lee|ATL|31.0|2|0|13|1.16|0.61|39|1|0|4|14|5|0|112
Raisel Iglesias|ATL|22.3|0|13|0|1.21|0.94|26|1|0|3|17|4|0|85
Dylan Dodd|ATL|14.3|0|1|1|1.26|0.77|17|1|0|2|7|4|0|54
Rico Garcia|BAL|28.7|3|4|9|1.26|0.7|31|3|0|4|11|9|0|104
Kendry Rojas|MIN|14.3|1|0|1|1.26|1.47|14|0|0|2|11|10|1|61
Jacob Misiorowski|MIL|87.0|8|0|0|1.34|0.74|131|4|9|13|42|22|7|329
Brian Fitzpatrick|MIL|6.7|0|0|0|1.35|1.5|5|0|0|1|7|3|0|30
Jonathan Pintaro|NYM|6.7|0|0|0|1.35|0.3|5|1|0|1|1|1|0|22
Jason Adam|SDP|24.0|2|1|14|1.5|1.21|17|3|0|4|21|8|1|100
Carl Edwards Jr.|NYM|6.0|0|0|0|1.5|1.17|11|1|0|1|3|4|0|25
Adam Macko|TOR|12.0|2|0|3|1.5|1.08|12|1|0|2|11|2|1|48
Bryce Miller|SEA|35.0|3|0|0|1.54|0.71|36|4|2|6|20|5|0|125
Cristopher Sánchez|PHI|93.3|8|0|0|1.54|1.06|113|4|11|16|81|18|1|375
Jakob Junis|TEX|28.7|1|4|6|1.57|0.73|20|0|0|5|16|5|3|108
Yerry De los Santos|NYY|5.3|0|0|0|1.69|1.31|6|1|0|1|4|3|0|21
Josh Ekness|MIA|5.3|0|1|0|1.69|1.31|5|0|0|1|2|5|0|22
Jacob Latz|TEX|32.0|2|10|2|1.69|0.63|33|2|0|6|13|7|0|116
Erik Sabrowski|CLE|21.0|2|0|17|1.71|0.95|39|1|0|4|7|13|0|83
Ben Brown|CHC|57.0|2|1|2|1.74|0.88|58|1|2|11|34|16|2|220
Sam Hentges|SFG|10.3|1|0|1|1.74|1.84|11|0|0|2|6|13|0|50
Joey Gerber|NYM|5.0|0|0|0|1.8|1.2|6|0|0|1|5|1|0|21
Paul Gervase|LAD|5.0|0|0|0|1.8|1.4|5|0|0|1|5|2|0|21
Colin Holderman|CLE|25.0|4|0|4|1.8|0.8|28|1|0|5|12|8|0|94
Grant Taylor|CHW|34.7|2|2|4|1.82|1.04|51|1|0|7|27|9|0|140
Chase Silseth|LAA|24.7|1|0|6|1.82|1.38|26|2|0|5|19|15|1|107
Yuki Matsui|SDP|19.7|0|0|0|1.83|0.97|21|3|0|4|10|9|1|76
Ryan Fernandez|STL|9.7|1|0|0|1.86|1.34|17|1|0|2|8|5|0|43
Tyler Phillips|MIA|48.3|1|2|0|1.86|1.3|41|2|0|10|39|24|1|207
Orlando Ribalta|WSH|19.3|0|2|3|1.86|0.93|14|1|0|4|11|7|0|74
Ethan Roberts|CHC|19.3|0|0|0|1.86|1.14|14|1|0|4|14|8|2|77
Evan Sisk|PIT|29.0|1|0|3|1.86|1.14|36|1|0|6|22|11|4|119
Cam Schlittler|NYY|82.0|7|0|0|1.87|0.87|89|4|8|17|57|14|1|317
Brent Headrick|NYY|32.7|4|0|7|1.93|1.35|36|2|0|7|30|14|0|140
Daniel Lynch IV|KCR|28.0|2|1|8|1.93|0.96|29|1|0|6|18|9|2|114
Tyler Rogers|TOR|32.0|1|2|15|1.97|1.0|19|0|0|7|22|10|0|126
Bryan Baker|TBR|27.3|1|18|1|1.98|0.99|30|1|0|6|16|11|0|109
Jhoan Duran|PHI|22.7|1|17|0|1.99|1.01|34|1|0|5|18|5|0|88
Sam Bachman|LAA|31.7|1|0|11|1.99|1.07|34|2|0|7|19|15|2|127
Trent Thornton|CHC|18.0|2|0|0|2.0|1.0|8|3|0|4|11|7|0|69
Kyle Finnegan|DET|31.3|1|1|9|2.01|1.47|20|2|0|7|25|21|0|130
Bradgley Rodriguez|SDP|31.3|1|0|3|2.01|1.15|29|1|0|7|26|10|0|130
DL Hall|MIL|31.0|0|0|3|2.03|1.23|32|1|0|7|14|24|1|126
Joe Mantiply|TOR|17.7|1|0|0|2.04|1.13|16|1|0|4|16|4|1|71
Gabe Speier|SEA|17.7|1|1|8|2.04|1.19|17|1|0|4|15|6|3|75
Huascar Brazobán|NYM|34.7|3|0|5|2.08|0.98|30|2|0|8|19|15|1|137
Fernando Cruz|NYY|30.3|3|1|11|2.08|1.19|39|2|0|7|20|16|2|125
Brooks Raley|NYM|26.0|2|0|10|2.08|1.27|31|2|0|6|21|12|2|112
José A. Ferrer|SEA|30.0|1|3|8|2.1|1.33|26|2|0|7|33|7|3|132
Orion Kerkering|PHI|25.7|3|1|5|2.1|1.17|29|2|0|6|19|11|1|109
Antonio Senzatela|COL|38.3|6|3|2|2.11|1.02|32|3|0|9|28|11|1|149
Sam Aldegheri|LAA|17.0|2|0|0|2.12|1.29|12|1|0|4|14|8|0|72
Taylor Clarke|ARI|29.7|2|0|11|2.12|0.84|16|1|0|7|18|7|2|114
Gordon Graceffo|STL|33.7|4|1|4|2.14|0.92|17|3|0|8|18|13|2|127
Chase Burns|CIN|75.7|7|0|0|2.14|0.99|88|9|8|18|52|23|0|297
Riley Martin|CHC|8.3|0|0|0|2.16|0.84|10|1|0|2|5|2|0|31
Wandy Peralta|SDP|33.0|1|0|2|2.18|1.42|23|3|0|8|30|17|2|140
Spencer Arrighetti|HOU|57.0|7|0|0|2.21|1.19|53|3|5|14|37|31|10|243
John King|MIA|28.3|3|1|3|2.22|0.67|22|3|0|7|11|8|4|105
Zack Wheeler|PHI|56.7|5|0|0|2.22|0.85|53|7|7|14|36|12|2|213
Jake Eder|LAD|4.0|1|0|0|2.25|1.0|1|0|0|1|3|1|0|15
Caleb Ferguson|CIN|8.0|0|0|1|2.25|1.0|8|0|0|2|6|2|0|33
Julian Fernández|WSH|4.0|0|0|0|2.25|1.25|3|1|0|1|3|2|0|18
Bryan Hudson|CHW|32.0|3|3|4|2.25|1.28|28|0|0|8|27|14|3|136
Will Klein|LAD|28.0|2|1|8|2.25|1.29|32|1|0|7|26|10|1|118
Ryan Rolison|CHC|24.0|5|0|0|2.25|1.25|24|3|0|6|18|12|0|96
Casey Mize|DET|47.7|2|0|0|2.27|0.97|49|2|5|12|34|12|1|185
Yennier Cano|BAL|23.7|1|0|4|2.28|0.76|21|1|0|6|14|4|1|88
Ryan Thompson|ARI|23.7|2|0|5|2.28|1.14|15|2|0|6|19|8|1|97
Sean Newcomb|CHW|39.3|0|1|5|2.29|1.02|36|1|0|10|30|10|5|157
Chris Sale|ATL|78.3|8|0|0|2.3|1.05|92|6|9|20|62|20|8|319
Brad Lord|WSH|43.0|4|1|5|2.3|1.05|35|4|0|11|33|12|4|179
Didier Fuentes|ATL|27.0|4|1|4|2.33|1.07|30|1|0|7|20|9|2|110
Eduard Bazardo|SEA|30.7|3|0|12|2.35|1.37|26|2|0|8|31|11|1|129
Jared Shuster|STL|7.7|0|0|0|2.35|1.17|2|0|0|2|6|3|0|32
Cal Quantrill|TEX|26.7|3|0|0|2.36|1.09|18|2|0|7|20|9|4|109
Joel Peguero|SFG|11.3|0|0|1|2.38|1.24|5|0|0|3|10|4|2|48
Clay Holmes|NYM|52.7|4|0|0|2.39|1.1|45|3|4|14|40|18|1|215
Luke Weaver|NYM|30.0|2|0|8|2.4|0.93|27|2|0|8|20|8|1|119
Davis Martin|CHW|78.3|9|0|0|2.41|1.1|79|3|9|21|69|17|4|313
Juan Morillo|ARI|26.0|1|1|8|2.42|1.08|34|1|0|7|17|11|2|109
Kevin Kelly|TBR|29.7|3|2|14|2.43|0.84|22|2|0|8|19|6|2|110
Nick Martinez|TBR|77.7|6|0|0|2.43|1.16|44|6|8|21|77|13|2|318
Walbert Ureña|LAA|55.3|4|0|1|2.44|1.36|55|4|5|15|42|33|3|242
Gerrit Cole|NYY|22.0|1|0|0|2.45|1.05|18|3|2|6|17|6|1|89
Chad Dallas|TOR|3.7|1|0|0|2.45|1.09|2|0|0|1|2|2|0|15
Zach Eflin|BAL|3.7|0|0|0|2.45|1.64|7|1|0|1|4|2|0|17
Cade Horton|CHC|7.3|1|0|0|2.45|0.82|4|1|1|2|4|2|0|26
Bryan King|HOU|29.3|0|6|6|2.45|1.33|23|1|0|8|27|12|4|128
Tanner Scott|LAD|29.0|1|7|5|2.48|0.76|35|4|0|8|19|3|0|108
Ryan Helsley|BAL|10.7|0|7|0|2.53|1.31|15|0|0|3|7|7|0|46
Eduardo Rodriguez|ARI|81.3|5|0|0|2.55|1.23|60|8|7|23|68|32|0|336
Cade Smith|CLE|31.3|2|22|0|2.59|1.02|47|1|0|9|27|5|0|123
Matt Gage|SFG|24.0|4|1|5|2.63|1.29|19|3|0|7|18|13|0|102
Mason Black|KCR|13.7|0|0|0|2.63|1.68|15|2|0|4|15|8|2|63
Tyler Samaniego|BOS|20.3|0|0|1|2.66|1.48|17|1|0|6|22|8|2|90
Bryce Elder|ATL|84.7|5|0|0|2.66|1.05|71|7|10|25|64|25|2|342
John Schreiber|KCR|27.0|0|1|4|2.67|1.19|18|4|0|8|21|11|1|109
Hogan Harris|ATH|33.7|3|6|10|2.67|1.49|39|2|0|10|27|23|2|151
Yoshinobu Yamamoto|LAD|77.3|6|0|0|2.68|0.92|73|9|9|23|56|15|3|296
Parker Messick|CLE|80.7|6|0|0|2.68|1.09|82|8|4|24|63|25|1|320
